sentence,target_logits,concept_logits,concept_gradient,label,concept_label
christianity turned whites into lugubrious losers that why even white kids prefer nigger music because niggers do not sound beaten down white christians always do,[[0.0065856 0.9934144]],[[0.99390817 0.1683168  0.3792389 ]],[[ 0.21621433  0.13453496 -0.02577976]],1,[[1. 1. 0.]]
they fell for the women in charge meme,[[0.9917601  0.00823991]],[[0.0438497  0.00904562 0.95617515]],[[ 0.17076857 -0.08682588  0.05412184]],0,[[0. 0. 1.]]
muzzies are goathumpers and wifebeaters fuck every muzzie and the religion of piss i d be happy if we nuked every muzzie country off the map,[[0.0030291 0.9969709]],[[0.08909823 0.9839273  0.1466261 ]],[[0.05693422 0.12282783 0.01788226]],1,[[0. 1. 0.]]
they are lighter skinned arabs with phoenician and other relict populations mixed in hardly white but still i support them and their right to exist in the face of kike oppression,[[0.00369339 0.99630666]],[[0.12543799 0.985932   0.13451998]],[[-0.07778154  0.25443622 -0.09579567]],1,[[0. 1. 0.]]
standup purity spiraled iself into a singer songwriter ghetto so that talented performers like a bob hope are not considered real comedians cause they paid other ppl to write jokes for them,[[0.98994935 0.01005069]],[[0.04328279 0.00369528 0.45385778]],[[ 0.14333208 -0.14447606 -0.02686507]],0,[[1. 0. 1.]]
come on faggot you can do better than that why do not you come at me with scholarly sources scratch that you raggedy ass faggots would not know a reputable source or scholars for that matter if it fucked you in the ass get thee behind me faggot,[[0.0904058  0.90959424]],[[0.3369954  0.01217666 0.6651516 ]],[[0.00169872 0.23830225 0.02552389]],1,[[0. 0. 0.]]
tfw i never got to use my white privilege to just walk into a starbucks and take a huge shit without buying a small coffee,[[0.9905918  0.00940816]],[[0.24067202 0.00618801 0.06517522]],[[ 0.19363421 -0.11625946 -0.09996194]],0,[[0. 0. 0.]]
a few years back i talked to my wife about maybe selling our house cashing in our 4 0 1 k and moving our family to sweden that out the window we have <number> and <number> yr old beautiful white daughters fucking sand niggers would have a hey day with them my sympathies sweden,[[0.01216902 0.98783094]],[[0.94556206 0.28101492 0.91644824]],[[0.04525905 0.19690411 0.02886653]],1,[[0. 1. 0.]]
yep and who pushed the civil rights thing which made niggers far worse you got it the joos they are worse than niggers ever thought about being,[[0.00486128 0.99513865]],[[0.9561796  0.20894846 0.3300066 ]],[[0.04401208 0.15793543 0.00200257]],1,[[1. 1. 0.]]
imagine trusting that rat faced faggot kike,[[0.00305382 0.99694616]],[[0.22581667 0.97296417 0.49442324]],[[0.00206374 0.18057196 0.00245312]],1,[[0. 1. 0.]]
education or marxist indoctrination since it is well established blacks are incapable of learning anything past the age of ten unless they are half white should not blacks go to a trade school upon age <number> say learning how to pick cotton fruits and vegetables,[[0.02482071 0.97517926]],[[0.99356836 0.04307617 0.32975397]],[[ 0.2836071   0.11892755 -0.04576661]],1,[[1. 0. 0.]]
two more twitter refugees i think all good people will enjoy conversing with <user> ‍ <user> ‍ both good articulate freedom loving patriots,[[0.9832086  0.01679134]],[[0.06998501 0.02165433 0.46635816]],[[ 0.18845719 -0.02542613 -0.01499232]],0,[[0. 0. 0.]]
developers buying houses and dwelling buildings and leaving them unoccupied to make the neighborhood appear abandoned – like a ghetto or a slum such practices can be described as psychological manipulation that usually frightened the remaining white residents into selling at a loss,[[0.98515946 0.01484061]],[[0.6040355  0.0060159  0.15611061]],[[ 0.24433342 -0.03449738 -0.01640509]],0,[[0. 0. 0.]]
yes i am sure that bands of feral blacks would not be blowing each other away over gang territory in blighted urban ghettos if they had not gotten the idea from the book of ecclesiastes,[[0.02939785 0.9706022 ]],[[0.9655428  0.06638606 0.25412017]],[[ 0.15893228  0.13757601 -0.03936316]],1,[[1. 0. 0.]]
this sperging alt right retard accused me of being a subversive jew now he is claiming that i am sarcuck the fuckwad i wish i was making something like that up where it makes whites look bad but i am not,[[0.01034601 0.989654  ]],[[0.7357128 0.881664  0.4523624]],[[0.01649774 0.19889423 0.00093592]],1,[[0. 1. 0.]]
<user> vk looks interesting i might actually install it however at first glance it does not appear to solve the digital ghetto problem all the information in one place diaspora is shit but it at least tries to solve the digital ghetto but fails note gab does not solve it either,[[0.99109906 0.00890094]],[[0.09515924 0.01899697 0.3369903 ]],[[ 0.15967555 -0.0724298  -0.02266322]],0,[[0. 1. 0.]]
frikkin jootoob put it in restricted mode now could not watch the whole show live and the spergchat replay is now gone sadface emoji many lulz in gariépy ghetto will be missed youc the nuke hoiyt sum poowah diyvoyse folks feewings and got poowah papa jf reepoyted ohw gawd,[[0.72439843 0.27560154]],[[0.5684891  0.05488984 0.12635468]],[[ 0.21909428 -0.08285438 -0.047852  ]],0,[[0. 0. 0.]]
dont try to follow me cunts i aint blind bitch faggot sandniggers,[[0.00444222 0.99555784]],[[0.70250577 0.3571209  0.92967314]],[[0.02715944 0.16935377 0.00720562]],1,[[0. 0. 1.]]
good might slow down their breeding by homosexual muslims who hate women,[[0.05219039 0.94780964]],[[0.03001235 0.98026305 0.7442577 ]],[[-0.06557294  0.37782896  0.03023154]],1,[[0. 1. 0.]]
plenty of faggots to talk to,[[0.01289567 0.9871043 ]],[[0.48042205 0.01289864 0.35590023]],[[ 0.03050308  0.15931295 -0.00485169]],1,[[0. 0. 0.]]
if a pic can be shown send in the drone the cancer of islam needs to be eradicated not enabled ww2 vets are rolling in their graves,[[0.00884677 0.9911533 ]],[[0.10441706 0.9791727  0.05385518]],[[0.04331334 0.26720574 0.03081187]],1,[[0. 1. 0.]]
nigger and a chimp walk into a gay bar iran has nukes istandwithisrael,[[0.00279858 0.99720144]],[[0.984318  0.5868222 0.4663959]],[[0.1051791  0.1522698  0.00336634]],1,[[1. 0. 0.]]
now nik omar is da man perfect timing awesome strategy tetiba semua orang suka religious man atheist pon mungkin masuk islam nanti,[[0.9845269  0.01547318]],[[0.01784899 0.71985984 0.3235233 ]],[[ 0.22254261  0.00591883 -0.01957264]],0,[[0. 1. 1.]]
i wonder how many of those living in the ghetto now drinking leadened water and under constant threat of gang violence long for a secure bed and meals on the plantation,[[0.20039429 0.7996057 ]],[[0.7698821  0.0182092  0.21691056]],[[ 0.02987809  0.2854669  -0.01111063]],1,[[1. 0. 0.]]
that fat fucking dyke pos should indeed be prosecuted and campaign finance violations should be the least of it get her on public indecency charges whatever they can come up with,[[0.00441624 0.99558383]],[[0.35981032 0.14448063 0.98540443]],[[0.02035354 0.17311026 0.04004434]],1,[[0. 0. 1.]]
immigrant fucks from middle east are destroying you faggots let them in your bad not my,[[0.00689791 0.9931021 ]],[[0.5006106  0.16742924 0.85276806]],[[0.03581428 0.20078012 0.00493047]],1,[[0. 1. 0.]]
if every white man who cares about the survival of our race killed as many niggers and kikes as they could before getting arrested or killed the problem would be solved in no time this is what they fear more than anything,[[0.00481788 0.9951821 ]],[[0.8987366 0.6268126 0.348634 ]],[[ 0.07371341  0.16432147 -0.01212397]],1,[[1. 1. 0.]]
<user> turkish immigrants in germany did invent that wonderful post pub delicacy the döner kebab so that drunk people could eat shwarma whilst stumbling home i can not imagine that mo or al would be one bit happy with their entrepreneurial spirit unleashed by wonderful western freedom,[[0.99038893 0.00961107]],[[0.00713401 0.5003169  0.06937271]],[[ 0.15470944  0.00080381 -0.07597277]],0,[[0. 0. 0.]]
come to an amicable agreement and resolution with the non kurdish iraqi heard of instances of iraqi arabs being barred from returning to their homes in kirkuk,[[0.95676744 0.04323259]],[[0.04019523 0.6896088  0.2371064 ]],[[ 0.10190335 -0.00103287 -0.06953113]],0,[[0. 0. 0.]]
no no i will not i do not do that i told you i am a white woman sorry i really am not interested in you you are angry and strange perhaps you should lay off the soy lattes and dial up your meds,[[0.97900134 0.02099867]],[[0.6313514  0.01527897 0.8134746 ]],[[ 0.2194988  -0.03690704 -0.01289972]],0,[[0. 0. 1.]]
we had a fun time on <number> <number> one year with pam geller and geert wilders speaking against building a muzzie mosque in the area the english defence league even showed up,[[0.01158975 0.98841023]],[[0.07158919 0.96839476 0.04818326]],[[0.05335031 0.1958474  0.02529126]],1,[[0. 1. 0.]]
anyone that stepped foot on desert soil and fought those sand niggers please tell me does it make you sick to see them taking over america,[[0.00468389 0.99531615]],[[0.6781298  0.91086704 0.36612663]],[[1.8956514e-02 1.8725885e-01 1.5853033e-04]],1,[[0. 0. 0.]]
nazi assholes <number> good republican <number> joke antifa hezbollah sandniggers10 little bitch mellenial <number> stupid democrats that just veiw cause scard <number> lmfao stupid dems open there mouths <number> only few have balls lmfao,[[0.00610134 0.99389863]],[[0.18334077 0.9386711  0.5513535 ]],[[0.03121528 0.17857954 0.00624945]],1,[[1. 1. 0.]]
wow you just admitted to wanting the homo sex eww the trolls on gab are retarded as hell maybe as technology improves so will the faggotry jeff mute this nigga mute,[[0.01384486 0.9861551 ]],[[0.84578055 0.03555669 0.8356308 ]],[[0.02665753 0.22924031 0.02392619]],1,[[0. 0. 0.]]
<user> ‍ i agree the catholic church loves their muzzie infiltration at any cost they give and give and give to the sand niggers at the cost of white catholics shame on them,[[0.01127249 0.98872745]],[[0.81229925 0.9615029  0.13181043]],[[ 0.01617795  0.22334181 -0.01459285]],1,[[0. 1. 0.]]
it muh dickism and biketheftism rolled into one if you think about it it peak negro if niggers could do magic they would of course use their powers to steal shit,[[0.0067869  0.99321306]],[[0.9493016  0.48372534 0.7816    ]],[[0.10849276 0.16342625 0.04933424]],1,[[1. 0. 0.]]
gab lately has gone absolutely full retard i havent seen this level of breakdown since i trolled themeparkreview com into the ground well me and a few other trolls guys you all need to chill,[[0.9809965  0.01900353]],[[0.03306831 0.01304725 0.17585705]],[[ 0.2073552  -0.07370788 -0.03807699]],0,[[0. 0. 0.]]
because e should have bee asians and f should have been all the above,[[0.98350394 0.01649607]],[[0.0628008  0.02451736 0.19307627]],[[ 0.2046753  -0.09696242 -0.04680562]],0,[[0. 0. 0.]]
nigger jokes are more played out than groyper avis keep using it it has no effect meanwhile all you do is whine and bitch way to save the west bitching on gab my dude,[[0.00711428 0.99288565]],[[0.9890915  0.04436762 0.52422893]],[[0.11134802 0.19011858 0.00537451]],1,[[1. 0. 0.]]
arab refugees the jews are fucking arabs,[[0.00455249 0.99544746]],[[0.37746423 0.9814393  0.5199003 ]],[[0.0428973  0.203751   0.00124758]],1,[[0. 1. 0.]]
im not going to join that gay ass jew hate club ya fag now go find a kackrat and stroke it all better,[[0.00385561 0.9961444 ]],[[0.76677525 0.67698425 0.6987269 ]],[[0.02724643 0.13527082 0.01288979]],1,[[0. 1. 0.]]
lol we got another israel firsting faggot i bet you d like a kike rape your <number> year old daughter to prove you are not anti semitic would not you,[[0.00284392 0.997156  ]],[[0.11066301 0.99516714 0.7091498 ]],[[0.03449977 0.23442006 0.00202285]],1,[[0. 1. 0.]]
do not vote for any candidate with a jew spic sand nigger or gook last name or one who is a nigger period,[[0.00386209 0.9961379 ]],[[0.977247   0.47919384 0.5652975 ]],[[0.1261462  0.15510254 0.01149692]],1,[[1. 1. 0.]]
happy sunday prayers for the copts at home and abroad effected by the violence in cairo,[[0.9412335  0.05876651]],[[0.03402238 0.01680106 0.16923243]],[[ 0.24128816 -0.08954706 -0.03670887]],0,[[0. 1. 0.]]
for fuck sake when is the western governments going to stop giving these retarded hostile muslims perpetual aid,[[0.00530885 0.9946911 ]],[[0.04344475 0.96147615 0.2563893 ]],[[0.05710262 0.22076388 0.00023129]],1,[[0. 1. 0.]]
🎶 blackstones meet the blackstones they are a stone age ghetto family from the town of harlem they are niggers right from history 🎶,[[0.0064458  0.99355423]],[[0.99027413 0.19142851 0.2509013 ]],[[ 0.1707741   0.16888735 -0.02185091]],1,[[1. 0. 0.]]
oh that bitch needs to be cornered by a pack of sand niggers made air tight and then have her throat slit it could have been a bus that killed her after all,[[0.00425512 0.9957449 ]],[[0.8720143  0.6332322  0.94316876]],[[0.05300128 0.1645925  0.05128639]],1,[[0. 0. 1.]]
wherever trump goes there is love peace and happiness except for israel only jews would kill around <number> people in his presence,[[0.01099631 0.9890037 ]],[[0.06065132 0.9940666  0.16054238]],[[0.09540527 0.27110893 0.02763797]],1,[[0. 1. 0.]]
as for jews revenge is the only answer i blame modern christianity for this cuck mentality turn the other cheek must end the jews have flooded our countries with invaders to rape our daughters our people used to live for conquer and revenge its time to rekindle the fire <number>,[[0.00607097 0.993929  ]],[[0.10568839 0.9856983  0.2567738 ]],[[0.08917049 0.11884168 0.02869326]],1,[[0. 1. 0.]]
recognising jerusalem as israels capital and relocating the arabs to jordan is not pro israel it is fact and truth,[[0.69584835 0.30415162]],[[0.03639288 0.780804   0.30098897]],[[ 0.12783715 -0.02790131 -0.05125827]],0,[[0. 1. 1.]]
brigham and women hospital a teaching hospital of harvard medical school is taking down portraits of white medical legends because they reinforce white men are in charge liberal craziness diversity,[[0.9368063 0.0631937]],[[0.4887671  0.05866522 0.82674354]],[[ 0.20979308 -0.09267866  0.02126184]],0,[[0. 0. 1.]]
